store_id,sku_id,inventory_date,region,city_tier,store_size,category,price,cost,on_hand_close,days_of_cover,avg_daily_sales_hist,demand_std_hist,stockout_censored_units_hist,avg_daily_demand,demand_std_dev,lead_time_days,forecast_units_28d,forecast_avg_daily,recommended_order_qty,should_reorder,recommended_order_cost_value,recommended_action,daily_demand_for_projection,forecast_units_30d,baseline_ending_inventory,proposed_available_inventory,proposed_ending_inventory,baseline_unmet_units,proposed_unmet_units,lost_sales_avoided_units,lost_sales_avoided_value,baseline_stockout_days_proxy,proposed_stockout_days_proxy,stockout_days_reduced_proxy,baseline_inventory_value_end,proposed_inventory_value_end,inventory_value_change,baseline_holding_cost_proxy,proposed_holding_cost_proxy,holding_cost_change,baseline_fill_rate_proxy,proposed_fill_rate_proxy,fill_rate_improvement
ST012,SKU0085,2026-01-30,East,2,M,Grocery,128.53,101.26,0.0,0.0,13.393364928909953,9.110525234689108,2612,15.9286,9.0732,7.0,290.37674163337647,10.370597915477731,77.0,True,7797.02,Raise PO,10.370597915477731,311.11793746433193,-311.11793746433193,77.0,-234.11793746433193,311.11793746433193,234.11793746433193,77.0,9896.81,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474945695113695,0.2474945695113695
ST012,SKU0084,2026-01-30,East,2,M,Homecare,347.33,247.3,0.0,0.0,3.4549763033175354,2.503637615342845,674,3.8036,2.5966,7.0,63.486391071245826,2.267371109687351,65.0,True,16074.5,Raise PO,2.267371109687351,68.02113329062053,-68.02113329062053,65.0,-3.0211332906205257,68.02113329062053,3.0211332906205257,65.0,22576.45,30.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555853725971791,0.9555853725971791
ST012,SKU0083,2026-01-30,East,2,M,Homecare,225.32,154.19,0.0,0.0,3.4597156398104265,2.8152709274499155,675,3.875,3.2083,7.0,29.800374713053753,1.064299096894777,69.0,True,10639.11,Raise PO,1.064299096894777,31.92897290684331,-31.92897290684331,69.0,37.07102709315669,31.92897290684331,0.0,31.92897290684331,7194.236175369934,30.0,0.0,30.0,0.0,5715.981667493829,5715.981667493829,0.0,114.31963334987658,114.31963334987658,0.0,1.0,1.0
ST012,SKU0082,2026-01-30,East,2,M,Grocery,83.87,51.35,0.0,0.0,14.516587677725118,8.53750603238383,2831,14.625,8.6814,7.0,263.98921498531837,9.428186249475656,150.0,True,7702.5,Raise PO,9.428186249475656,282.8455874842697,-282.8455874842697,150.0,-132.84558748426969,282.8455874842697,132.84558748426969,150.0,12580.5,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5303246953016093,0.5303246953016093
ST012,SKU0081,2026-01-30,East,2,M,Personalcare,338.86,198.84,0.0,0.0,3.947867298578199,2.865581084829924,770,4.375,3.0185,7.0,84.74499811455816,3.026607075519934,75.0,True,14913.0,Raise PO,3.026607075519934,90.79821226559802,-90.79821226559802,75.0,-15.798212265598025,90.79821226559802,15.798212265598025,75.0,25414.5,30.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8260074524442623,0.8260074524442623
ST012,SKU0080,2026-01-30,East,2,M,Beverages,274.14,180.06,0.0,0.0,7.701421800947867,5.103775247635776,1502,7.8214,4.9031,7.0,232.8641554448645,8.316576980173732,163.0,True,29349.78,Raise PO,8.316576980173732,249.49730940521195,-249.49730940521195,163.0,-86.49730940521195,249.49730940521195,86.49730940521195,163.0,44684.82,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653313658526351,0.653313658526351
ST012,SKU0079,2026-01-30,East,2,M,Personalcare,275.32,172.46,0.0,0.0,3.919431279620853,2.9371433576841888,764,3.3571,2.7398,7.0,168.46937091852388,6.016763247090139,59.0,True,10175.14,Raise PO,6.016763247090139,180.50289741270416,-180.50289741270416,59.0,-121.50289741270416,180.50289741270416,121.50289741270416,59.0,16243.88,30.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32686455921592017,0.32686455921592017
ST012,SKU0078,2026-01-30,East,2,M,Dairy,152.86,91.65,0.0,0.0,10.118483412322275,6.0245679215517365,1973,10.8036,6.6672,7.0,255.5004355608119,9.125015555743282,59.0,True,5407.35,Raise PO,9.125015555743282,273.75046667229844,-273.75046667229844,59.0,-214.75046667229844,273.75046667229844,214.75046667229844,59.0,9018.740000000002,30.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155247467418121,0.2155247467418121
ST012,SKU0077,2026-01-30,East,2,M,Grocery,250.37,146.03,0.0,0.0,12.90047393364929,8.108464111686487,2516,15.5714,10.5518,7.0,311.0786218735037,11.109950781196561,85.0,True,12412.55,Raise PO,11.109950781196561,333.2985234358968,-333.2985234358968,85.0,-248.2985234358968,333.2985234358968,248.2985234358968,85.0,21281.45,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25502663235274736,0.25502663235274736
ST013,SKU0006,2026-01-30,South,1,S,Dairy,401.14,325.45,0.0,0.0,7.767772511848341,5.227045442914038,1515,8.4286,5.714,7.0,188.72108045192635,6.740038587568798,71.0,True,23106.95,Raise PO,6.740038587568798,202.20115762706394,-202.20115762706394,71.0,-131.20115762706394,202.20115762706394,131.20115762706394,71.0,28480.94,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35113547732971484,0.35113547732971484
ST012,SKU0086,2026-01-30,East,2,M,Personalcare,260.86,193.32,0.0,0.0,4.090047393364929,2.892757046673036,798,3.8393,2.878,7.0,96.95066650905909,3.4625238038949675,67.0,True,12952.44,Raise PO,3.4625238038949675,103.87571411684903,-103.87571411684903,67.0,-36.875714116849025,103.87571411684903,36.875714116849025,67.0,17477.620000000003,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6450015826089261,0.6450015826089261
ST013,SKU0007,2026-01-30,South,1,S,Dairy,349.25,274.51,0.0,0.0,8.829383886255924,5.920850091758147,1722,8.9107,5.4947,7.0,107.62397701553132,3.8437134648404045,43.0,True,11803.93,Raise PO,3.8437134648404045,115.31140394521213,-115.31140394521213,43.0,-72.31140394521213,115.31140394521213,72.31140394521213,43.0,15017.75,30.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37290327347354624,0.37290327347354624
ST013,SKU0031,2026-01-30,South,1,S,Beverages,172.84,139.93,0.0,0.0,6.132701421800948,4.13134611994777,1196,6.1964,3.8063,7.0,81.59413898460011,2.914076392307147,129.0,True,18050.97,Raise PO,2.914076392307147,87.42229176921441,-87.42229176921441,129.0,41.57770823078559,87.42229176921441,0.0,87.42229176921441,15110.068909391019,30.0,0.0,30.0,0.0,5817.9687127338275,5817.9687127338275,0.0,116.35937425467655,116.35937425467655,0.0,1.0,1.0
ST013,SKU0009,2026-01-30,South,1,S,Homecare,213.23,128.36,0.0,0.0,2.7109004739336493,2.1351535340244077,529,3.4464,2.6141,7.0,37.99714610277061,1.3570409322418073,60.0,True,7701.6,Raise PO,1.3570409322418073,40.71122796725422,-40.71122796725422,60.0,19.288772032745783,40.71122796725422,0.0,40.71122796725422,8680.855139457617,30.0,0.0,30.0,0.0,2475.906778123249,2475.906778123249,0.0,49.51813556246498,49.51813556246498,0.0,1.0,1.0
ST012,SKU0025,2026-01-30,East,2,M,Beverages,237.9,157.29,0.0,0.0,7.402843601895735,4.602669149960117,1444,8.8036,5.7253,7.0,63.10721163400967,2.2538289869289168,184.0,True,28941.36,Raise PO,2.2538289869289168,67.6148696078675,-67.6148696078675,184.0,116.3851303921325,67.6148696078675,0.0,67.6148696078675,16085.57747971168,30.0,0.0,30.0,0.0,18306.21715937852,18306.21715937852,0.0,366.12434318757045,366.12434318757045,0.0,1.0,1.0
ST013,SKU0030,2026-01-30,South,1,S,Homecare,294.57,200.13,0.0,0.0,2.720379146919431,2.478961350923527,530,3.25,3.2432,7.0,54.33967101010402,1.9407025360751435,60.0,True,12007.8,Raise PO,1.9407025360751435,58.22107608225431,-58.22107608225431,60.0,1.7789239177456935,58.22107608225431,0.0,58.22107608225431,17150.18238154965,30.0,0.0,30.0,0.0,356.01604365844565,356.01604365844565,0.0,7.120320873168914,7.120320873168914,0.0,1.0,1.0
ST013,SKU0029,2026-01-30,South,1,S,Snacks,157.0,95.38,0.0,0.0,6.848341232227488,4.560256320819862,1335,7.3929,5.5093,7.0,213.0871357758881,7.610254849138861,178.0,True,16977.64,Raise PO,7.610254849138861,228.30764547416584,-228.30764547416584,178.0,-50.30764547416584,228.30764547416584,50.30764547416584,178.0,27946.0,30.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796497556195139,0.7796497556195139
ST013,SKU0028,2026-01-30,South,1,S,Personalcare,545.36,348.93,0.0,0.0,3.4549763033175354,2.6764602377389615,674,3.3929,2.7875,7.0,113.07864544817974,4.038523051720705,60.0,True,20935.8,Raise PO,4.038523051720705,121.15569155162115,-121.15569155162115,60.0,-61.155691551621146,121.15569155162115,61.155691551621146,60.0,32721.600000000002,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49523055195830923,0.49523055195830923
ST013,SKU0027,2026-01-30,South,1,S,Homecare,167.01,122.36,0.0,0.0,2.5734597156398102,2.170814390091098,502,2.3036,1.9902,7.0,90.68437435340404,3.2387276554787157,41.0,True,5016.76,Raise PO,3.2387276554787157,97.16182966436148,-97.16182966436148,41.0,-56.16182966436148,97.16182966436148,56.16182966436148,41.0,6847.41,31.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219764092713315,0.4219764092713315
ST013,SKU0026,2026-01-30,South,1,S,Homecare,488.52,337.21,0.0,0.0,2.8578199052132702,2.2400410255133383,557,2.8214,2.1072,7.0,36.32495794795266,1.297319926712595,49.0,True,16523.289999999997,Raise PO,1.297319926712595,38.91959780137785,-38.91959780137785,49.0,10.080402198622153,38.91959780137785,0.0,38.91959780137785,19013.001917929105,30.0,0.0,30.0,0.0,3399.212425397376,3399.212425397376,0.0,67.98424850794753,67.98424850794753,0.0,1.0,1.0
ST013,SKU0025,2026-01-30,South,1,S,Beverages,237.9,157.29,0.0,0.0,6.4739336492890995,4.464999672090368,1262,6.8036,5.0862,7.0,237.06643839476885,8.466658514098887,145.0,True,22807.05,Raise PO,8.466658514098887,253.99975542296662,-253.99975542296662,145.0,-108.99975542296662,253.99975542296662,108.99975542296662,145.0,34495.5,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5708666914207947,0.5708666914207947
ST013,SKU0024,2026-01-30,South,1,S,Beverages,224.1,168.2,0.0,0.0,6.075829383886256,4.167211429068731,1185,6.6071,4.4911,7.0,77.2843748514566,2.760156244694879,139.0,True,23379.8,Raise PO,2.760156244694879,82.80468734084637,-82.80468734084637,139.0,56.19531265915363,82.80468734084637,0.0,82.80468734084637,18556.53043308367,31.0,0.0,31.0,0.0,9452.05158926964,9452.05158926964,0.0,189.04103178539282,189.04103178539282,0.0,1.0,1.0
ST013,SKU0023,2026-01-30,South,1,S,Dairy,486.4,396.27,0.0,0.0,8.616113744075829,5.842335318000248,1680,8.75,6.2209,7.0,173.92383040590832,6.2115653716395824,48.0,True,19020.96,Raise PO,6.2115653716395824,186.34696114918748,-186.34696114918748,48.0,-138.34696114918748,186.34696114918748,138.34696114918748,48.0,23347.199999999997,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257584023393715,0.257584023393715
ST013,SKU0022,2026-01-30,South,1,S,Snacks,153.7,98.65,0.0,0.0,6.971563981042654,4.817542044636385,1359,7.9107,5.3301,7.0,44.4238435485685,1.5865658410203036,188.0,True,18546.2,Raise PO,1.5865658410203036,47.59697523060911,-47.59697523060911,188.0,140.4030247693909,47.59697523060911,0.0,47.59697523060911,7315.65509294462,30.0,0.0,30.0,0.0,13850.758393500413,13850.758393500413,0.0,277.01516787000827,277.01516787000827,0.0,1.0,1.0
ST013,SKU0008,2026-01-30,South,1,S,Beverages,488.51,393.32,0.0,0.0,6.14218009478673,4.2109463912840965,1198,5.9821,4.466,7.0,129.4453499693841,4.623048213192289,128.0,True,50344.96,Raise PO,4.623048213192289,138.69144639576868,-138.69144639576868,128.0,-10.69144639576868,138.69144639576868,10.69144639576868,128.0,62529.28,30.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9229119987309119,0.9229119987309119
ST013,SKU0021,2026-01-30,South,1,S,Dairy,75.89,45.42,0.0,0.0,8.09952606635071,4.918821942104312,1579,8.5357,5.0523,7.0,222.3428151146385,7.940814825522804,62.0,True,2816.04,Raise PO,7.940814825522804,238.22444476568413,-238.22444476568413,62.0,-176.22444476568413,238.22444476568413,176.22444476568413,62.0,4705.18,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2602587658918998,0.2602587658918998
ST013,SKU0019,2026-01-30,South,1,S,Grocery,417.65,231.32,0.0,0.0,11.227488151658768,7.405622242825407,2189,13.1071,7.5767,7.0,233.52306671563264,8.340109525558308,150.0,True,34698.0,Raise PO,8.340109525558308,250.20328576674925,-250.20328576674925,150.0,-100.20328576674925,250.20328576674925,100.20328576674925,150.0,62647.5,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5995125105584614,0.5995125105584614
ST013,SKU0018,2026-01-30,South,1,S,Homecare,249.49,191.82,0.0,0.0,2.7298578199052135,2.1686092709763902,532,3.2321,2.5081,7.0,13.451321192236687,0.4804043282941674,57.0,True,10933.74,Raise PO,0.4804043282941674,14.412129848825023,-14.412129848825023,57.0,42.587870151174975,14.412129848825023,0.0,14.412129848825023,3595.682275983355,30.0,0.0,30.0,0.0,8169.205252398384,8169.205252398384,0.0,163.3841050479677,163.3841050479677,0.0,1.0,1.0
ST013,SKU0017,2026-01-30,South,1,S,Beverages,360.09,212.74,0.0,0.0,7.213270142180095,4.83410642927241,1407,8.2857,5.1371,7.0,175.12841255529435,6.254586162689084,172.0,True,36591.28,Raise PO,6.254586162689084,187.63758488067253,-187.63758488067253,172.0,-15.637584880672534,187.63758488067253,15.637584880672534,172.0,61935.479999999996,30.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166607005168117,0.9166607005168117
ST013,SKU0016,2026-01-30,South,1,S,Snacks,273.96,176.97,0.0,0.0,7.184834123222749,4.86375881940154,1401,8.4464,6.0209,7.0,150.84572046299988,5.387347159392853,203.0,True,35924.91,Raise PO,5.387347159392853,161.6204147817856,-161.6204147817856,203.0,41.3795852182144,161.6204147817856,0.0,161.6204147817856,44277.52883361798,31.0,0.0,31.0,0.0,7322.945196067402,7322.945196067402,0.0,146.45890392134805,146.45890392134805,0.0,1.0,1.0
ST013,SKU0015,2026-01-30,South,1,S,Beverages,267.8,210.4,0.0,0.0,6.312796208530806,4.274707146882065,1207,6.9643,4.6396,4.0,120.49935480431388,4.3035483858683525,141.0,True,29666.4,Raise PO,4.3035483858683525,129.10645157605057,-129.10645157605057,141.0,11.893548423949426,129.10645157605057,0.0,129.10645157605057,34574.707732066345,30.0,0.0,30.0,0.0,2502.4025883989593,2502.4025883989593,0.0,50.04805176797919,50.04805176797919,0.0,1.0,1.0
ST013,SKU0014,2026-01-30,South,1,S,Snacks,96.69,78.43,0.0,0.0,6.056872037914692,4.303551985635997,1181,6.6607,5.0678,7.0,73.26982009408168,2.6167792890743455,161.0,True,12627.23,Raise PO,2.6167792890743455,78.50337867223037,-78.50337867223037,161.0,82.49662132776963,78.50337867223037,0.0,78.50337867223037,7590.491683817954,30.0,0.0,30.0,0.0,6470.210010736972,6470.210010736972,0.0,129.40420021473946,129.40420021473946,0.0,1.0,1.0
ST013,SKU0013,2026-01-30,South,1,S,Beverages,243.97,135.84,0.0,0.0,6.6350710900473935,4.94392386765895,1294,6.75,5.2475,7.0,83.16189890263415,2.9700678179512194,145.0,True,19696.8,Raise PO,2.9700678179512194,89.10203453853659,-89.10203453853659,145.0,55.897965461463414,89.10203453853659,0.0,89.10203453853659,21738.223366366772,30.0,0.0,30.0,0.0,7593.17962828519,7593.17962828519,0.0,151.8635925657038,151.8635925657038,0.0,1.0,1.0
ST013,SKU0012,2026-01-30,South,1,S,Dairy,241.46,163.3,0.0,0.0,8.431279620853081,5.762668675148268,1644,8.4464,5.5001,7.0,284.74518651031815,10.169470946797077,70.0,True,11431.0,Raise PO,10.169470946797077,305.0841284039123,-305.0841284039123,70.0,-235.0841284039123,305.0841284039123,235.0841284039123,70.0,16902.2,30.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22944490874112067,0.22944490874112067
ST013,SKU0011,2026-01-30,South,1,S,Beverages,243.15,160.71,0.0,0.0,6.331753554502369,4.328629636438255,1235,6.75,4.7606,7.0,152.34360020923603,5.440842864615573,143.0,True,22981.53,Raise PO,5.440842864615573,163.22528593846718,-163.22528593846718,143.0,-20.22528593846718,163.22528593846718,20.22528593846718,143.0,34770.450000000004,30.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8760897502970727,0.8760897502970727
ST013,SKU0010,2026-01-30,South,1,S,Homecare,297.06,234.29,0.0,0.0,2.7630331753554502,2.068069791085136,539,2.3214,1.7798,7.0,94.63959401857497,3.3799855006633917,41.0,True,9605.89,Raise PO,3.3799855006633917,101.39956501990174,-101.39956501990174,41.0,-60.39956501990174,101.39956501990174,60.39956501990174,41.0,12179.460000000001,30.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40434098501263693,0.40434098501263693
ST013,SKU0020,2026-01-30,South,1,S,Beverages,229.24,171.01,0.0,0.0,6.2843601895734595,3.9634871542653745,1225,6.1607,3.5562,7.0,190.19969841672068,6.792846372025738,127.0,True,21718.27,Raise PO,6.792846372025738,203.78539116077215,-203.78539116077215,127.0,-76.78539116077215,203.78539116077215,76.78539116077215,127.0,29113.48,30.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232046334460062,0.6232046334460062
ST012,SKU0075,2026-01-30,East,2,M,Snacks,565.89,447.02,0.0,0.0,8.786729857819905,5.672575145298355,1713,8.2321,5.7016,7.0,208.3040777875231,7.439431349554397,197.0,True,88062.94,Raise PO,7.439431349554397,223.1829404866319,-223.1829404866319,197.0,-26.182940486631907,223.1829404866319,26.182940486631907,197.0,111480.33,30.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826839523238552,0.8826839523238552
ST012,SKU0051,2026-01-30,East,2,M,Grocery,461.75,300.95,0.0,0.0,13.943127962085308,8.348743143373373,2719,14.4643,9.0894,7.0,232.94951167568829,8.319625416988867,96.0,True,28891.2,Raise PO,8.319625416988867,249.588762509666,-249.588762509666,96.0,-153.588762509666,249.588762509666,153.588762509666,96.0,44328.0,30.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38463270154753915,0.38463270154753915
ST012,SKU0073,2026-01-30,East,2,M,Dairy,218.86,148.35,0.0,0.0,10.492890995260664,6.385526542219892,2034,10.75,7.4303,2.0,276.86922311198606,9.888186539713788,59.0,True,8752.65,Raise PO,9.888186539713788,296.64559619141363,-296.64559619141363,59.0,-237.64559619141363,296.64559619141363,237.64559619141363,59.0,12912.740000000002,30.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1988905305101163,0.1988905305101163
ST012,SKU0045,2026-01-30,East,2,M,Beverages,143.39,82.59,0.0,0.0,7.099526066350711,4.493863515743088,1384,7.6429,4.8708,7.0,111.14524428275232,3.969473010098297,159.0,True,13131.81,Raise PO,3.969473010098297,119.08419030294891,-119.08419030294891,159.0,39.91580969705109,119.08419030294891,0.0,119.08419030294891,17075.482047539845,30.0,0.0,30.0,0.0,3296.6467228794495,3296.6467228794495,0.0,65.93293445758898,65.93293445758898,0.0,1.0,1.0
ST012,SKU0044,2026-01-30,East,2,M,Grocery,249.93,150.77,0.0,0.0,13.796208530805687,8.338161544205068,2690,14.1786,8.9972,7.0,293.1555840854073,10.469842288764548,128.0,True,19298.56,Raise PO,10.469842288764548,314.09526866293646,-314.09526866293646,128.0,-186.09526866293646,314.09526866293646,186.09526866293646,128.0,31991.04,30.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4075196692547446,0.4075196692547446
ST012,SKU0043,2026-01-30,East,2,M,Personalcare,76.67,58.67,0.0,0.0,3.853080568720379,2.924808091083627,655,4.0179,2.9695,6.0,117.7584798621633,4.20565999507726,69.0,True,4048.23,Raise PO,4.20565999507726,126.16979985231781,-126.16979985231781,69.0,-57.16979985231781,126.16979985231781,57.16979985231781,69.0,5290.2300000000005,30.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5468820595797468,0.5468820595797468
ST012,SKU0042,2026-01-30,East,2,M,Snacks,140.01,100.69,0.0,0.0,8.578199052132701,5.772455001222786,1673,8.9821,6.1363,7.0,117.94486321467127,4.2123165433811165,214.0,True,21547.66,Raise PO,4.2123165433811165,126.3694963014335,-126.3694963014335,214.0,87.6305036985665,126.3694963014335,0.0,126.3694963014335,17692.993177163702,30.0,0.0,30.0,0.0,8823.51541740866,8823.51541740866,0.0,176.4703083481732,176.4703083481732,0.0,1.0,1.0
ST012,SKU0041,2026-01-30,East,2,M,Personalcare,553.6,312.06,0.0,0.0,3.800947867298578,2.8348509748574426,741,3.7679,2.3969,7.0,94.813460477151,3.386195017041107,64.0,True,19971.84,Raise PO,3.386195017041107,101.58585051123322,-101.58585051123322,64.0,-37.58585051123322,101.58585051123322,37.58585051123322,64.0,35430.4,31.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6300089990674732,0.6300089990674732
ST012,SKU0040,2026-01-30,East,2,M,Beverages,393.05,220.39,0.0,0.0,7.5260663507109005,4.786193753202609,1468,8.0179,4.9927,7.0,165.46497035026616,5.90946322679522,167.0,True,36805.13,Raise PO,5.90946322679522,177.28389680385658,-177.28389680385658,167.0,-10.283896803856578,177.28389680385658,10.283896803856578,167.0,65639.35,30.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9419919293897602,0.9419919293897602
