store_id,sku_id,inventory_date,region,city_tier,store_size,category,price,cost,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,z_value,safety_stock_calc,reorder_point_calc,target_days_of_cover,order_up_to_level,current_on_hand,days_of_cover_current,moq_units,shelf_life_days,max_storage_units,remaining_storage_capacity,should_reorder,recommended_order_qty_raw,recommended_order_qty,recommended_action,constraint_notes,recommended_order_cost_value,recommended_order_sales_value
ST001,SKU0011,2026-01-30,WEST,3,M,Beverages,243.15,160.71,6.8214,4.3864,7.0,0.95,1.65,19.148783858908637,66.89858385890864,18,141.93398385890862,0.0,0.0,6,295,1000,1000.0,True,141.93398385890862,142.0,Raise PO,No constraint triggered,22820.82,34527.3
ST001,SKU0012,2026-01-30,WEST,3,M,Dairy,241.46,163.3,9.0179,5.6937,7.0,0.97,1.88,28.320534770839902,91.4458347708399,5,73.4100347708399,0.0,0.0,12,18,1000,1000.0,True,73.4100347708399,74.0,Raise PO,No constraint triggered,12084.2,17868.04
ST001,SKU0013,2026-01-30,WEST,3,M,Beverages,243.97,135.84,7.1607,3.9899,7.0,0.95,1.65,17.417867207427406,67.5427672074274,18,146.31046720742742,0.0,0.0,6,569,1000,1000.0,True,146.31046720742742,147.0,Raise PO,No constraint triggered,19968.48,35863.59
ST001,SKU0014,2026-01-30,WEST,3,M,Snacks,96.69,78.43,8.5893,6.8431,7.0,0.94,1.55,28.062968234956454,88.18806823495645,21,208.43826823495644,0.0,0.0,12,238,1000,1000.0,True,208.43826823495644,209.0,Raise PO,No constraint triggered,16391.870000000003,20208.21
ST001,SKU0015,2026-01-30,WEST,3,M,Beverages,267.8,210.4,6.8036,4.7651,7.0,0.95,1.65,20.801994794383905,68.42719479438391,18,143.2667947943839,0.0,0.0,12,548,1000,1000.0,True,143.2667947943839,144.0,Raise PO,No constraint triggered,30297.600000000002,38563.200000000004
ST001,SKU0016,2026-01-30,WEST,3,M,Snacks,273.96,176.97,8.2679,4.9963,7.0,0.94,1.55,20.489399276981622,78.36469927698161,21,194.1152992769816,0.0,0.0,24,667,1000,1000.0,True,194.1152992769816,195.0,Raise PO,No constraint triggered,34509.15,53422.2
ST001,SKU0017,2026-01-30,WEST,3,M,Beverages,360.09,212.74,7.0,5.2084,7.0,0.95,1.65,22.737216362105542,71.73721636210554,18,148.73721636210553,0.0,0.0,6,402,1000,1000.0,True,148.73721636210553,149.0,Raise PO,No constraint triggered,31698.260000000002,53653.409999999996
ST001,SKU0018,2026-01-30,WEST,3,M,Homecare,249.49,191.82,3.0179,2.195,7.0,0.95,1.65,9.58224981084818,30.707549810848178,14,51.83284981084818,0.0,0.0,12,527,1000,1000.0,True,51.83284981084818,52.0,Raise PO,No constraint triggered,9974.64,12973.48
ST001,SKU0019,2026-01-30,WEST,3,M,Grocery,417.65,231.32,13.875,7.6398,7.0,0.95,1.65,33.35146792934758,130.47646792934756,14,227.60146792934756,0.0,0.0,24,19,1000,1000.0,True,227.60146792934756,159.0,Raise PO,Shelf-life cap applied,36779.88,66406.34999999999
ST001,SKU0020,2026-01-30,WEST,3,M,Beverages,229.24,171.01,7.3393,4.3788,7.0,0.95,1.65,19.11560613746789,70.49070613746788,18,151.22300613746788,0.0,0.0,6,304,1000,1000.0,True,151.22300613746788,152.0,Raise PO,No constraint triggered,25993.519999999997,34844.48
ST001,SKU0021,2026-01-30,WEST,3,M,Dairy,75.89,45.42,9.7857,6.7842,7.0,0.97,1.88,33.744695363705866,102.24459536370586,5,82.67319536370587,0.0,0.0,48,12,1000,1000.0,True,82.67319536370587,71.0,Raise PO,Shelf-life cap applied,3224.82,5388.19
ST001,SKU0022,2026-01-30,WEST,3,M,Snacks,153.7,98.65,8.1786,4.8321,7.0,0.94,1.55,19.816029110802575,77.06622911080257,21,191.56662911080258,0.0,0.0,48,254,1000,1000.0,True,191.56662911080258,192.0,Raise PO,No constraint triggered,18940.800000000003,29510.399999999998
ST001,SKU0023,2026-01-30,WEST,3,M,Dairy,486.4,396.27,10.3571,6.2709,7.0,0.97,1.88,31.19153476552329,103.69123476552329,5,82.9770347655233,0.0,0.0,12,9,1000,1000.0,True,82.9770347655233,56.0,Raise PO,Shelf-life cap applied,22191.12,27238.399999999998
ST001,SKU0024,2026-01-30,WEST,3,M,Beverages,224.1,168.2,8.5536,5.5789,7.0,0.95,1.65,24.354630282342104,84.22983028234209,18,178.3194302823421,0.0,0.0,12,491,1000,1000.0,True,178.3194302823421,179.0,Raise PO,No constraint triggered,30107.8,40113.9
ST001,SKU0025,2026-01-30,WEST,3,M,Beverages,237.9,157.29,7.1964,5.5544,5.0,0.95,1.65,20.49302635747097,56.475026357470966,18,150.02822635747097,0.0,0.0,6,565,1000,1000.0,True,150.02822635747097,151.0,Raise PO,No constraint triggered,23750.789999999997,35922.9
ST001,SKU0026,2026-01-30,WEST,3,M,Homecare,488.52,337.21,2.7321,2.5045,7.0,0.95,1.65,10.933368861626093,30.058068861626094,14,49.182768861626094,0.0,0.0,12,472,1000,1000.0,True,49.182768861626094,50.0,Raise PO,No constraint triggered,16860.5,24426.0
ST001,SKU0027,2026-01-30,WEST,3,M,Homecare,167.01,122.36,2.7679,2.4936,7.0,0.95,1.65,10.885785024296592,30.26108502429659,14,49.63638502429659,0.0,0.0,24,347,1000,1000.0,True,49.63638502429659,50.0,Raise PO,No constraint triggered,6118.0,8350.5
ST001,SKU0028,2026-01-30,WEST,3,M,Personalcare,545.36,348.93,4.3214,3.8239,7.0,0.95,1.65,16.693195923326815,46.94299592332681,14,77.19279592332681,0.0,0.0,6,514,1000,1000.0,True,77.19279592332681,78.0,Raise PO,No constraint triggered,27216.54,42538.08
ST001,SKU0029,2026-01-30,WEST,3,M,Snacks,157.0,95.38,8.625,4.9011,7.0,0.94,1.55,20.09899221352093,80.47399221352093,21,201.22399221352094,0.0,0.0,24,341,1000,1000.0,True,201.22399221352094,202.0,Raise PO,No constraint triggered,19266.76,31714.0
ST001,SKU0030,2026-01-30,WEST,3,M,Homecare,294.57,200.13,2.9643,2.0178,7.0,0.95,1.65,8.808685042519116,29.558785042519116,14,50.308885042519115,0.0,0.0,24,273,1000,1000.0,True,50.308885042519115,51.0,Raise PO,No constraint triggered,10206.63,15023.07
ST001,SKU0031,2026-01-30,WEST,3,M,Beverages,172.84,139.93,8.2857,5.0153,7.0,0.95,1.65,21.894240308130698,79.8941403081307,18,171.0368403081307,0.0,0.0,24,587,1000,1000.0,True,171.0368403081307,172.0,Raise PO,No constraint triggered,24067.960000000003,29728.48
ST001,SKU0032,2026-01-30,WEST,3,M,Snacks,254.5,152.61,8.5179,5.1026,7.0,0.94,1.55,20.92532649174918,80.55062649174917,21,199.80122649174916,0.0,0.0,12,576,1000,1000.0,True,199.80122649174916,200.0,Raise PO,No constraint triggered,30522.000000000004,50900.0
ST001,SKU0033,2026-01-30,WEST,3,M,Grocery,226.2,174.2,12.9643,7.4369,7.0,0.95,1.65,32.46571007667281,123.21581007667282,14,213.96591007667283,0.0,0.0,6,20,1000,1000.0,True,213.96591007667283,156.0,Raise PO,Shelf-life cap applied,27175.199999999997,35287.2
ST001,SKU0034,2026-01-30,WEST,3,M,Personalcare,185.14,141.92,3.6786,2.4577,7.0,0.95,1.65,10.729063945385683,36.47926394538568,14,62.22946394538568,0.0,0.0,12,580,1000,1000.0,True,62.22946394538568,63.0,Raise PO,No constraint triggered,8940.96,11663.82
ST001,SKU0035,2026-01-30,WEST,3,M,Homecare,185.05,104.11,3.5,2.7634,7.0,0.95,1.65,12.063594135443216,36.56359413544322,14,61.06359413544322,0.0,0.0,6,271,1000,1000.0,True,61.06359413544322,62.0,Raise PO,No constraint triggered,6454.82,11473.1
ST001,SKU0036,2026-01-30,WEST,3,M,Grocery,247.7,152.86,13.0179,9.0644,2.0,0.95,1.65,21.151345734378225,47.18714573437822,14,203.40194573437822,0.0,0.0,12,21,1000,1000.0,True,203.40194573437822,165.0,Raise PO,Shelf-life cap applied,25221.9,40870.5
ST001,SKU0037,2026-01-30,WEST,3,M,Dairy,179.47,127.32,9.3571,6.1539,7.0,0.97,1.88,30.609575307141522,96.10927530714153,5,77.39507530714152,0.0,0.0,24,8,1000,1000.0,True,77.39507530714152,45.0,Raise PO,Shelf-life cap applied,5729.4,8076.15
ST001,SKU0038,2026-01-30,WEST,3,M,Grocery,226.47,143.55,14.6429,8.9938,7.0,0.95,1.65,39.26234093339698,141.76264093339697,14,244.26294093339698,0.0,0.0,12,15,1000,1000.0,True,244.26294093339698,132.0,Raise PO,Shelf-life cap applied,18948.600000000002,29894.04
ST001,SKU0039,2026-01-30,WEST,3,M,Homecare,406.17,295.56,2.875,1.898,7.0,0.95,1.65,8.285699380860978,28.410699380860976,14,48.535699380860976,0.0,0.0,6,296,1000,1000.0,True,48.535699380860976,49.0,Raise PO,No constraint triggered,14482.44,19902.33
ST001,SKU0040,2026-01-30,WEST,3,M,Beverages,393.05,220.39,6.8214,3.8992,7.0,0.95,1.65,17.021917294970034,64.77171729497003,18,139.80711729497003,0.0,0.0,48,307,1000,1000.0,True,139.80711729497003,140.0,Raise PO,No constraint triggered,30854.6,55027.0
ST001,SKU0041,2026-01-30,WEST,3,M,Personalcare,553.6,312.06,3.25,2.6371,7.0,0.95,1.65,11.512232790973913,34.26223279097391,14,57.01223279097391,0.0,0.0,12,492,1000,1000.0,True,57.01223279097391,58.0,Raise PO,No constraint triggered,18099.48,32108.800000000003
ST001,SKU0042,2026-01-30,WEST,3,M,Snacks,140.01,100.69,7.9286,5.0842,7.0,0.94,1.55,20.84986966435762,76.35006966435762,21,187.35046966435763,0.0,0.0,12,248,1000,1000.0,True,187.35046966435763,188.0,Raise PO,No constraint triggered,18929.72,26321.879999999997
ST001,SKU0043,2026-01-30,WEST,3,M,Personalcare,76.67,58.67,3.8036,2.8053,7.0,0.95,1.65,12.246508152333668,38.87170815233367,14,65.49690815233367,0.0,0.0,24,344,1000,1000.0,True,65.49690815233367,66.0,Raise PO,No constraint triggered,3872.2200000000003,5060.22
ST001,SKU0044,2026-01-30,WEST,3,M,Grocery,249.93,150.77,12.9286,8.0653,7.0,0.95,1.65,35.20898378106325,125.70918378106325,14,216.20938378106325,0.0,0.0,24,15,1000,1000.0,True,216.20938378106325,117.0,Raise PO,Shelf-life cap applied,17640.09,29241.81
ST001,SKU0045,2026-01-30,WEST,3,M,Beverages,143.39,82.59,8.0179,5.3069,7.0,0.95,1.65,23.167217093936316,79.29251709393631,18,167.4894170939363,0.0,0.0,24,424,1000,1000.0,True,167.4894170939363,168.0,Raise PO,No constraint triggered,13875.12,24089.519999999997
ST001,SKU0046,2026-01-30,WEST,3,M,Beverages,306.0,234.69,7.875,4.9838,7.0,0.95,1.65,21.756727383738117,76.88172738373811,18,163.5067273837381,0.0,0.0,24,375,1000,1000.0,True,163.5067273837381,164.0,Raise PO,No constraint triggered,38489.159999999996,50184.0
ST001,SKU0047,2026-01-30,WEST,3,M,Dairy,150.26,118.87,9.25,5.7753,7.0,0.97,1.88,28.7264141879677,93.47641418796769,5,74.97641418796769,0.0,0.0,6,9,1000,1000.0,True,74.97641418796769,50.0,Raise PO,Shelf-life cap applied,5943.5,7513.0
ST001,SKU0048,2026-01-30,WEST,3,M,Grocery,294.97,179.33,13.8214,8.7368,7.0,0.95,1.65,38.14041008994004,134.89021008994004,14,231.64001008994006,0.0,0.0,48,9,1000,1000.0,True,231.64001008994006,75.0,Raise PO,Shelf-life cap applied,13449.750000000002,22122.750000000004
ST001,SKU0049,2026-01-30,WEST,3,M,Beverages,232.94,144.01,7.5357,5.1025,7.0,0.95,1.65,22.274911006766672,75.02481100676667,18,157.9175110067667,0.0,0.0,24,656,1000,1000.0,True,157.9175110067667,158.0,Raise PO,No constraint triggered,22753.579999999998,36804.52
ST001,SKU0050,2026-01-30,WEST,3,M,Snacks,368.25,240.38,8.0714,5.7235,7.0,0.94,1.55,23.47158432476119,79.9713843247612,21,192.9709843247612,0.0,0.0,24,635,1000,1000.0,True,192.9709843247612,193.0,Raise PO,No constraint triggered,46393.34,71072.25
ST001,SKU0051,2026-01-30,WEST,3,M,Grocery,461.75,300.95,12.3571,8.3501,7.0,0.95,1.65,36.45227523715872,122.95197523715873,14,209.45167523715872,0.0,0.0,12,11,1000,1000.0,True,209.45167523715872,82.0,Raise PO,Shelf-life cap applied,24677.899999999998,37863.5
ST001,SKU0052,2026-01-30,WEST,3,M,Snacks,82.86,51.11,8.2321,5.038,7.0,0.94,1.55,20.660407412972283,78.28510741297228,21,193.53450741297232,0.0,0.0,12,292,1000,1000.0,True,193.53450741297232,194.0,Raise PO,No constraint triggered,9915.34,16074.84
ST001,SKU0053,2026-01-30,WEST,3,M,Dairy,509.51,383.78,8.2321,4.3233,7.0,0.97,1.88,21.504148089076022,79.12884808907603,5,62.664648089076024,0.0,0.0,12,18,1000,1000.0,True,62.664648089076024,63.0,Raise PO,No constraint triggered,24178.14,32099.13
ST001,SKU0054,2026-01-30,WEST,3,M,Beverages,455.7,344.54,7.1607,4.3308,7.0,0.95,1.65,18.906062633631574,69.03096263363157,18,147.79866263363158,0.0,0.0,6,668,1000,1000.0,True,147.79866263363158,148.0,Raise PO,No constraint triggered,50991.920000000006,67443.59999999999
ST001,SKU0055,2026-01-30,WEST,3,M,Grocery,249.91,142.93,12.25,7.3019,7.0,0.95,1.65,31.87636897213318,117.62636897213318,14,203.37636897213318,0.0,0.0,12,18,1000,1000.0,True,203.37636897213318,133.0,Raise PO,Shelf-life cap applied,19009.690000000002,33238.03
ST001,SKU0056,2026-01-30,WEST,3,M,Homecare,137.89,106.84,2.875,2.6565,7.0,0.95,1.65,11.59692329044109,31.72192329044109,14,51.84692329044109,0.0,0.0,6,442,1000,1000.0,True,51.84692329044109,52.0,Raise PO,No constraint triggered,5555.68,7170.279999999999
ST001,SKU0057,2026-01-30,WEST,3,M,Beverages,121.62,95.92,7.1429,5.5968,7.0,0.95,1.65,24.432772547314396,74.4330725473144,18,153.0049725473144,0.0,0.0,24,648,1000,1000.0,True,153.0049725473144,154.0,Raise PO,No constraint triggered,14771.68,18729.48
ST001,SKU0058,2026-01-30,WEST,3,M,Snacks,630.86,470.86,7.8571,5.5315,7.0,0.94,1.55,22.684208734588367,77.68390873458836,21,187.68330873458837,0.0,0.0,24,217,1000,1000.0,True,187.68330873458837,188.0,Raise PO,No constraint triggered,88521.68000000001,118601.68000000001
ST001,SKU0059,2026-01-30,WEST,3,M,Personalcare,301.35,195.91,3.7857,3.2958,7.0,0.95,1.65,14.387780832161019,40.88768083216102,14,67.38758083216102,0.0,0.0,12,571,1000,1000.0,True,67.38758083216102,68.0,Raise PO,No constraint triggered,13321.88,20491.800000000003
ST001,SKU0060,2026-01-30,WEST,3,M,Grocery,256.15,154.08,13.8929,8.1031,7.0,0.95,1.65,35.373999290334346,132.62429929033433,14,229.87459929033434,0.0,0.0,12,11,1000,1000.0,True,229.87459929033434,92.0,Raise PO,Shelf-life cap applied,14175.36,23565.8
ST001,SKU0061,2026-01-30,WEST,3,M,Dairy,470.34,372.55,9.4643,4.8089,7.0,0.97,1.88,23.9195285419836,90.1696285419836,5,71.2410285419836,0.0,0.0,6,15,1000,1000.0,True,71.2410285419836,72.0,Raise PO,No constraint triggered,26823.600000000002,33864.479999999996
ST001,SKU0062,2026-01-30,WEST,3,M,Grocery,180.3,130.54,13.6964,9.0873,7.0,0.95,1.65,39.67051421691147,135.5453142169115,14,231.4201142169115,0.0,0.0,48,8,1000,1000.0,True,231.4201142169115,66.0,Raise PO,Shelf-life cap applied,8615.64,11899.800000000001
ST001,SKU0063,2026-01-30,WEST,3,M,Personalcare,415.87,323.39,3.1607,3.1896,7.0,0.95,1.65,13.92416582992317,36.04906582992317,14,58.17396582992317,0.0,0.0,12,227,1000,1000.0,True,58.17396582992317,59.0,Raise PO,No constraint triggered,19080.01,24536.33
ST001,SKU0064,2026-01-30,WEST,3,M,Personalcare,275.48,165.23,3.5714,3.241,7.0,0.95,1.65,14.148551998614558,39.14835199861456,14,64.14815199861457,0.0,0.0,24,651,1000,1000.0,True,64.14815199861457,65.0,Raise PO,No constraint triggered,10739.949999999999,17906.2
ST001,SKU0065,2026-01-30,WEST,3,M,Personalcare,562.0,376.59,3.5714,2.9595,7.0,0.95,1.65,12.919666658407833,37.919466658407835,14,62.919266658407835,0.0,0.0,12,259,1000,1000.0,True,62.919266658407835,63.0,Raise PO,No constraint triggered,23725.17,35406.0
ST001,SKU0066,2026-01-30,WEST,3,M,Snacks,172.56,134.25,7.9643,6.2289,7.0,0.94,1.55,25.544186529309854,81.29428652930986,21,192.79448652930984,0.0,0.0,12,413,1000,1000.0,True,192.79448652930984,193.0,Raise PO,No constraint triggered,25910.25,33304.08
ST001,SKU0067,2026-01-30,WEST,3,M,Beverages,202.27,150.66,6.6964,4.1029,7.0,0.95,1.65,17.9111675393754,64.7859675393754,18,138.4463675393754,0.0,0.0,24,595,1000,1000.0,True,138.4463675393754,139.0,Raise PO,No constraint triggered,20941.739999999998,28115.530000000002
ST001,SKU0068,2026-01-30,WEST,3,M,Snacks,197.18,129.08,7.2143,4.5874,7.0,0.94,1.55,18.81253532478544,69.31263532478543,21,170.31283532478542,0.0,0.0,24,608,1000,1000.0,True,170.31283532478542,171.0,Raise PO,No constraint triggered,22072.680000000004,33717.78
ST001,SKU0069,2026-01-30,WEST,3,M,Grocery,101.88,60.1,11.9643,9.0894,7.0,0.95,1.65,39.679681745204306,123.42978174520431,14,207.1798817452043,0.0,0.0,24,12,1000,1000.0,True,207.1798817452043,87.0,Raise PO,Shelf-life cap applied,5228.7,8863.56
ST001,SKU0070,2026-01-30,WEST,3,M,Personalcare,160.16,93.42,3.7321,3.8067,7.0,0.95,1.65,16.618109501118802,42.7428095011188,14,68.8675095011188,0.0,0.0,48,414,1000,1000.0,True,68.8675095011188,69.0,Raise PO,No constraint triggered,6445.9800000000005,11051.039999999999
ST001,SKU0071,2026-01-30,WEST,3,M,Grocery,205.93,145.23,13.9286,10.5742,7.0,0.95,1.65,46.16156079720766,143.66176079720765,14,241.16196079720766,0.0,0.0,24,21,1000,1000.0,True,241.16196079720766,176.0,Raise PO,Shelf-life cap applied,25560.48,36243.68
ST001,SKU0072,2026-01-30,WEST,3,M,Snacks,141.67,112.9,7.4643,4.7135,7.0,0.94,1.55,19.329660647289572,71.57976064728956,21,176.07996064728957,0.0,0.0,24,585,1000,1000.0,True,176.07996064728957,177.0,Raise PO,No constraint triggered,19983.3,25075.589999999997
ST001,SKU0073,2026-01-30,WEST,3,M,Dairy,218.86,148.35,9.3393,4.8702,7.0,0.97,1.88,24.224435506075924,89.59953550607592,5,70.92093550607592,0.0,0.0,12,9,1000,1000.0,True,70.92093550607592,51.0,Raise PO,Shelf-life cap applied,7565.849999999999,11161.86
ST001,SKU0074,2026-01-30,WEST,3,M,Grocery,133.11,99.08,10.5,6.1141,7.0,0.95,1.65,26.691040350117017,100.19104035011702,14,173.69104035011702,0.0,0.0,6,10,1000,1000.0,True,173.69104035011702,63.0,Raise PO,Shelf-life cap applied,6242.04,8385.93
ST001,SKU0075,2026-01-30,WEST,3,M,Snacks,565.89,447.02,8.1429,5.6066,7.0,0.94,1.55,22.99218741595284,79.99248741595284,21,193.9930874159528,0.0,0.0,6,316,1000,1000.0,True,193.9930874159528,194.0,Raise PO,No constraint triggered,86721.87999999999,109782.66
ST001,SKU0076,2026-01-30,WEST,3,M,Homecare,219.6,134.25,3.1607,2.4329,7.0,0.95,1.65,10.62079980173692,32.74569980173692,14,54.87059980173692,0.0,0.0,6,457,1000,1000.0,True,54.87059980173692,55.0,Raise PO,No constraint triggered,7383.75,12078.0
ST001,SKU0077,2026-01-30,WEST,3,M,Grocery,250.37,146.03,13.6429,8.5948,7.0,0.95,1.65,37.5205105577576,133.0208105577576,14,228.5211105577576,0.0,0.0,48,9,1000,1000.0,True,228.5211105577576,74.0,Raise PO,Shelf-life cap applied,10806.22,18527.38
ST001,SKU0078,2026-01-30,WEST,3,M,Dairy,152.86,91.65,10.1786,7.6375,7.0,0.97,1.88,37.98902019992092,109.23922019992091,5,88.88202019992093,0.0,0.0,12,9,1000,1000.0,True,88.88202019992093,55.0,Raise PO,Shelf-life cap applied,5040.75,8407.300000000001
ST001,SKU0079,2026-01-30,WEST,3,M,Personalcare,275.32,172.46,4.1607,2.959,7.0,0.95,1.65,12.917483913576204,42.04238391357621,14,71.16728391357621,0.0,0.0,24,624,1000,1000.0,True,71.16728391357621,72.0,Raise PO,No constraint triggered,12417.12,19823.04
ST001,SKU0080,2026-01-30,WEST,3,M,Beverages,274.14,180.06,6.3036,4.1513,7.0,0.95,1.65,18.12245723907702,62.247657239077014,18,131.58725723907702,0.0,0.0,48,690,1000,1000.0,True,131.58725723907702,132.0,Raise PO,No constraint triggered,23767.920000000002,36186.479999999996
ST001,SKU0081,2026-01-30,WEST,3,M,Personalcare,338.86,198.84,3.7143,2.6949,7.0,0.95,1.65,11.764558093510143,37.76465809351014,14,63.76475809351014,0.0,0.0,48,363,1000,1000.0,True,63.76475809351014,64.0,Raise PO,No constraint triggered,12725.76,21687.04
ST001,SKU0082,2026-01-30,WEST,3,M,Grocery,83.87,51.35,13.2857,8.7899,7.0,0.95,1.65,38.37221759105896,131.37211759105895,14,224.37201759105895,0.0,0.0,6,17,1000,1000.0,True,224.37201759105895,136.0,Raise PO,Shelf-life cap applied,6983.6,11406.32
ST001,SKU0083,2026-01-30,WEST,3,M,Homecare,225.32,154.19,3.7143,2.833,7.0,0.95,1.65,12.367432216005877,38.36753221600588,14,64.36763221600587,0.0,0.0,6,474,1000,1000.0,True,64.36763221600587,65.0,Raise PO,No constraint triggered,10022.35,14645.8
ST001,SKU0084,2026-01-30,WEST,3,M,Homecare,347.33,247.3,3.6964,2.6001,7.0,0.95,1.65,11.350709673433418,37.22550967343342,14,63.100309673433415,0.0,0.0,6,711,1000,1000.0,True,63.100309673433415,64.0,Raise PO,No constraint triggered,15827.2,22229.12
ST001,SKU0085,2026-01-30,WEST,3,M,Grocery,128.53,101.26,14.25,7.0948,2.0,0.95,1.65,16.555377930835647,45.05537793083565,14,216.05537793083565,0.0,0.0,24,8,1000,1000.0,True,216.05537793083565,69.0,Raise PO,Shelf-life cap applied,6986.9400000000005,8868.57
ST001,SKU0086,2026-01-30,WEST,3,M,Personalcare,260.86,193.32,3.0,2.2238,7.0,0.95,1.65,9.707975913149971,30.707975913149973,14,51.70797591314997,0.0,0.0,24,339,1000,1000.0,True,51.70797591314997,52.0,Raise PO,No constraint triggered,10052.64,13564.720000000001
ST001,SKU0087,2026-01-30,WEST,3,M,Homecare,444.35,280.58,2.9286,2.0614,7.0,0.95,1.65,8.999020391837101,29.4992203918371,14,49.9994203918371,0.0,0.0,24,357,1000,1000.0,True,49.9994203918371,50.0,Raise PO,No constraint triggered,14029.0,22217.5
ST001,SKU0088,2026-01-30,WEST,3,M,Dairy,197.58,157.72,9.4107,6.8458,7.0,0.97,1.88,34.05109453153763,99.92599453153763,5,81.10459453153763,0.0,0.0,12,19,1000,1000.0,True,81.10459453153763,82.0,Raise PO,No constraint triggered,12933.039999999999,16201.560000000001
ST001,SKU0089,2026-01-30,WEST,3,M,Beverages,378.75,224.18,7.3036,5.8835,7.0,0.95,1.65,25.684358433770058,76.80955843377006,18,157.14915843377005,0.0,0.0,6,338,1000,1000.0,True,157.14915843377005,158.0,Raise PO,No constraint triggered,35420.44,59842.5
ST001,SKU0090,2026-01-30,WEST,3,M,Beverages,94.33,66.54,8.0893,5.3505,7.0,0.95,1.65,23.357552443254303,79.9826524432543,18,168.96495244325428,0.0,0.0,12,416,1000,1000.0,True,168.96495244325428,169.0,Raise PO,No constraint triggered,11245.26,15941.77
ST002,SKU0001,2026-01-30,East,1,S,Personalcare,392.55,269.72,2.6786,1.7798,7.0,0.95,1.65,7.769698502664052,26.519898502664052,14,45.27009850266405,0.0,0.0,12,510,1000,1000.0,True,45.27009850266405,46.0,Raise PO,No constraint triggered,12407.12,18057.3
ST002,SKU0002,2026-01-30,East,1,S,Homecare,372.13,210.62,3.1964,2.5184,7.0,0.95,1.65,10.994049167945358,33.368849167945356,14,55.74364916794536,0.0,0.0,12,536,1000,1000.0,True,55.74364916794536,56.0,Raise PO,No constraint triggered,11794.720000000001,20839.28
