store_id,sku_id,inventory_date,region,city_tier,store_size,category,price,cost,on_hand_close,days_of_cover,avg_daily_sales_hist,demand_std_hist,stockout_censored_units_hist,avg_daily_demand,demand_std_dev,lead_time_days,forecast_units_28d,forecast_avg_daily,recommended_order_qty,should_reorder,recommended_order_cost_value,recommended_action,daily_demand_for_projection,forecast_units_30d,baseline_ending_inventory,proposed_available_inventory,proposed_ending_inventory,baseline_unmet_units,proposed_unmet_units,lost_sales_avoided_units,lost_sales_avoided_value,baseline_stockout_days_proxy,proposed_stockout_days_proxy,stockout_days_reduced_proxy,baseline_inventory_value_end,proposed_inventory_value_end,inventory_value_change,baseline_holding_cost_proxy,proposed_holding_cost_proxy,holding_cost_change,baseline_fill_rate_proxy,proposed_fill_rate_proxy,fill_rate_improvement,scenario,scenario_daily_demand,scenario_units_30d,effective_lead_time_days,po_realization_factor,scenario_effective_po_qty,scenario_baseline_ending_inventory,scenario_proposed_ending_inventory,scenario_baseline_unmet_units,scenario_proposed_unmet_units,scenario_lost_sales_avoided_units,scenario_lost_sales_avoided_value,scenario_baseline_stockout_days,scenario_proposed_stockout_days,scenario_stockout_days_reduced,scenario_baseline_inventory_value_end,scenario_proposed_inventory_value_end,scenario_inventory_value_change,scenario_holding_cost_change,scenario_baseline_fill_rate,scenario_proposed_fill_rate,scenario_fill_rate_improvement
ST012,SKU0082,2026-01-30,East,2,M,Grocery,83.87,51.35,0.0,0.0,14.516587677725118,8.53750603238383,2831,14.625,8.6814,7.0,263.98921498531837,9.428186249475656,150.0,True,7702.5,Raise PO,9.428186249475656,282.8455874842697,-282.8455874842697,150.0,-132.84558748426969,282.8455874842697,132.84558748426969,150.0,12580.5,30.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5303246953016093,0.5303246953016093,Best Case,8.956776937001873,268.7033081100562,6.3,1.0233333333333334,153.5,-268.7033081100562,-115.20330811005618,268.7033081100562,115.20330811005618,153.5,12874.045,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.5712620402020845,0.5712620402020845
ST012,SKU0081,2026-01-30,East,2,M,Personalcare,338.86,198.84,0.0,0.0,3.947867298578199,2.865581084829924,770,4.375,3.0185,7.0,84.74499811455816,3.026607075519934,75.0,True,14913.0,Raise PO,3.026607075519934,90.79821226559802,-90.79821226559802,75.0,-15.798212265598025,90.79821226559802,15.798212265598025,75.0,25414.5,30.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8260074524442623,0.8260074524442623,Best Case,2.8752767217439374,86.25830165231812,6.3,1.0233333333333334,76.75,-86.25830165231812,-9.508301652318124,86.25830165231812,9.508301652318124,76.75,26007.505,30.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.8897694312294335,0.8897694312294335
ST012,SKU0080,2026-01-30,East,2,M,Beverages,274.14,180.06,0.0,0.0,7.701421800947867,5.103775247635776,1502,7.8214,4.9031,7.0,232.8641554448645,8.316576980173732,163.0,True,29349.78,Raise PO,8.316576980173732,249.49730940521195,-249.49730940521195,163.0,-86.49730940521195,249.49730940521195,86.49730940521195,163.0,44684.82,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653313658526351,0.653313658526351,Best Case,7.900748131165045,237.02244393495135,6.3,1.0233333333333334,166.80333333333334,-237.02244393495135,-70.21911060161801,237.02244393495135,70.21911060161801,166.80333333333334,45727.4658,30.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.7037448883073326,0.7037448883073326
ST012,SKU0079,2026-01-30,East,2,M,Personalcare,275.32,172.46,0.0,0.0,3.919431279620853,2.9371433576841888,764,3.3571,2.7398,7.0,168.46937091852388,6.016763247090139,59.0,True,10175.14,Raise PO,6.016763247090139,180.50289741270416,-180.50289741270416,59.0,-121.50289741270416,180.50289741270416,121.50289741270416,59.0,16243.88,30.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32686455921592017,0.32686455921592017,Best Case,5.715925084735631,171.47775254206894,6.3,1.0233333333333334,60.37666666666667,-171.47775254206894,-111.10108587540228,171.47775254206894,111.10108587540228,60.376666666666665,16622.903866666667,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.3520962094010087,0.3520962094010087
ST012,SKU0078,2026-01-30,East,2,M,Dairy,152.86,91.65,0.0,0.0,10.118483412322275,6.0245679215517365,1973,10.8036,6.6672,7.0,255.5004355608119,9.125015555743282,59.0,True,5407.35,Raise PO,9.125015555743282,273.75046667229844,-273.75046667229844,59.0,-214.75046667229844,273.75046667229844,214.75046667229844,59.0,9018.740000000002,30.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155247467418121,0.2155247467418121,Best Case,8.668764777956117,260.0629433386835,6.3,1.0233333333333334,60.37666666666667,-260.0629433386835,-199.68627667201685,260.0629433386835,199.68627667201685,60.376666666666665,9229.177266666667,30.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.2321617447359169,0.2321617447359169
ST012,SKU0077,2026-01-30,East,2,M,Grocery,250.37,146.03,0.0,0.0,12.90047393364929,8.108464111686487,2516,15.5714,10.5518,7.0,311.0786218735037,11.109950781196561,85.0,True,12412.55,Raise PO,11.109950781196561,333.2985234358968,-333.2985234358968,85.0,-248.2985234358968,333.2985234358968,248.2985234358968,85.0,21281.45,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25502663235274736,0.25502663235274736,Best Case,10.554453242136733,316.633597264102,6.3,1.0233333333333334,86.98333333333335,-316.633597264102,-229.65026393076863,316.633597264102,229.65026393076863,86.98333333333335,21778.017166666672,30.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.27471289870980153,0.27471289870980153
ST013,SKU0006,2026-01-30,South,1,S,Dairy,401.14,325.45,0.0,0.0,7.767772511848341,5.227045442914038,1515,8.4286,5.714,7.0,188.72108045192635,6.740038587568798,71.0,True,23106.95,Raise PO,6.740038587568798,202.20115762706394,-202.20115762706394,71.0,-131.20115762706394,202.20115762706394,131.20115762706394,71.0,28480.94,30.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35113547732971484,0.35113547732971484,Best Case,6.403036658190358,192.09109974571075,6.3,1.0233333333333334,72.65666666666667,-192.09109974571075,-119.43443307904408,192.09109974571075,119.43443307904408,72.65666666666667,29145.495266666665,30.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.3782406720709559,0.3782406720709559
ST012,SKU0086,2026-01-30,East,2,M,Personalcare,260.86,193.32,0.0,0.0,4.090047393364929,2.892757046673036,798,3.8393,2.878,7.0,96.95066650905909,3.4625238038949675,67.0,True,12952.44,Raise PO,3.4625238038949675,103.87571411684903,-103.87571411684903,67.0,-36.875714116849025,103.87571411684903,36.875714116849025,67.0,17477.620000000003,30.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6450015826089261,0.6450015826089261,Best Case,3.2893976137002188,98.68192841100657,6.3,1.0233333333333334,68.56333333333333,-98.68192841100657,-30.118595077673234,98.68192841100657,30.118595077673234,68.56333333333333,17885.431133333335,30.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.6947911784594398,0.6947911784594398
ST013,SKU0007,2026-01-30,South,1,S,Dairy,349.25,274.51,0.0,0.0,8.829383886255924,5.920850091758147,1722,8.9107,5.4947,7.0,107.62397701553132,3.8437134648404045,43.0,True,11803.93,Raise PO,3.8437134648404045,115.31140394521213,-115.31140394521213,43.0,-72.31140394521213,115.31140394521213,72.31140394521213,43.0,15017.75,30.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37290327347354624,0.37290327347354624,Best Case,3.6515277915983844,109.54583374795153,6.3,1.0233333333333334,44.00333333333334,-109.54583374795153,-65.54250041461819,109.54583374795153,65.54250041461819,44.003333333333345,15368.164166666671,30.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.4016887893206271,0.4016887893206271
ST013,SKU0031,2026-01-30,South,1,S,Beverages,172.84,139.93,0.0,0.0,6.132701421800948,4.13134611994777,1196,6.1964,3.8063,7.0,81.59413898460011,2.914076392307147,129.0,True,18050.97,Raise PO,2.914076392307147,87.42229176921441,-87.42229176921441,129.0,41.57770823078559,87.42229176921441,0.0,87.42229176921441,15110.068909391019,30.0,0.0,30.0,0.0,5817.9687127338275,5817.9687127338275,0.0,116.35937425467655,116.35937425467655,0.0,1.0,1.0,Best Case,2.7683725726917894,83.05117718075368,6.3,1.0233333333333334,132.01000000000002,-83.05117718075368,48.958822819246336,83.05117718075368,0.0,83.05117718075368,14354.565463921466,30.0,0.0,30.0,0.0,6850.80807709714,6850.80807709714,137.0161615419428,0.0,1.0,1.0
ST013,SKU0009,2026-01-30,South,1,S,Homecare,213.23,128.36,0.0,0.0,2.7109004739336493,2.1351535340244077,529,3.4464,2.6141,7.0,37.99714610277061,1.3570409322418073,60.0,True,7701.6,Raise PO,1.3570409322418073,40.71122796725422,-40.71122796725422,60.0,19.288772032745783,40.71122796725422,0.0,40.71122796725422,8680.855139457617,30.0,0.0,30.0,0.0,2475.906778123249,2475.906778123249,0.0,49.51813556246498,49.51813556246498,0.0,1.0,1.0,Best Case,1.289188885629717,38.67566656889151,6.3,1.0233333333333334,61.400000000000006,-38.67566656889151,22.724333431108498,38.67566656889151,0.0,38.67566656889151,8246.812382484735,30.0,0.0,30.0,0.0,2916.895439217087,2916.895439217087,58.33790878434174,0.0,1.0,1.0
ST012,SKU0025,2026-01-30,East,2,M,Beverages,237.9,157.29,0.0,0.0,7.402843601895735,4.602669149960117,1444,8.8036,5.7253,7.0,63.10721163400967,2.2538289869289168,184.0,True,28941.36,Raise PO,2.2538289869289168,67.6148696078675,-67.6148696078675,184.0,116.3851303921325,67.6148696078675,0.0,67.6148696078675,16085.57747971168,30.0,0.0,30.0,0.0,18306.21715937852,18306.21715937852,0.0,366.12434318757045,366.12434318757045,0.0,1.0,1.0,Best Case,2.1411375375824706,64.23412612747411,6.3,1.0233333333333334,188.29333333333335,-64.23412612747411,124.05920720585924,64.23412612747411,0.0,64.23412612747411,15281.298605726091,30.0,0.0,30.0,0.0,19513.272701409598,19513.272701409598,390.265454028192,0.0,1.0,1.0
ST013,SKU0030,2026-01-30,South,1,S,Homecare,294.57,200.13,0.0,0.0,2.720379146919431,2.478961350923527,530,3.25,3.2432,7.0,54.33967101010402,1.9407025360751435,60.0,True,12007.8,Raise PO,1.9407025360751435,58.22107608225431,-58.22107608225431,60.0,1.7789239177456935,58.22107608225431,0.0,58.22107608225431,17150.18238154965,30.0,0.0,30.0,0.0,356.01604365844565,356.01604365844565,0.0,7.120320873168914,7.120320873168914,0.0,1.0,1.0,Best Case,1.8436674092713863,55.31002227814159,6.3,1.0233333333333334,61.400000000000006,-55.31002227814159,6.089977721858418,55.31002227814159,0.0,55.31002227814159,16292.673262472168,30.0,0.0,30.0,0.0,1218.7872414755252,1218.7872414755252,24.375744829510506,0.0,1.0,1.0
ST013,SKU0029,2026-01-30,South,1,S,Snacks,157.0,95.38,0.0,0.0,6.848341232227488,4.560256320819862,1335,7.3929,5.5093,7.0,213.0871357758881,7.610254849138861,178.0,True,16977.64,Raise PO,7.610254849138861,228.30764547416584,-228.30764547416584,178.0,-50.30764547416584,228.30764547416584,50.30764547416584,178.0,27946.0,30.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796497556195139,0.7796497556195139,Best Case,7.229742106681917,216.89226320045753,6.3,1.0233333333333334,182.15333333333336,-216.89226320045753,-34.73892986712417,216.89226320045753,34.73892986712417,182.15333333333336,28598.073333333337,30.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.8398332455269852,0.8398332455269852
ST013,SKU0028,2026-01-30,South,1,S,Personalcare,545.36,348.93,0.0,0.0,3.4549763033175354,2.6764602377389615,674,3.3929,2.7875,7.0,113.07864544817974,4.038523051720705,60.0,True,20935.8,Raise PO,4.038523051720705,121.15569155162115,-121.15569155162115,60.0,-61.155691551621146,121.15569155162115,61.155691551621146,60.0,32721.600000000002,30.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49523055195830923,0.49523055195830923,Best Case,3.836596899134669,115.09790697404007,6.3,1.0233333333333334,61.400000000000006,-115.09790697404007,-53.697906974040066,115.09790697404007,53.697906974040066,61.400000000000006,33485.10400000001,30.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5334588752673718,0.5334588752673718
ST013,SKU0027,2026-01-30,South,1,S,Homecare,167.01,122.36,0.0,0.0,2.5734597156398102,2.170814390091098,502,2.3036,1.9902,7.0,90.68437435340404,3.2387276554787157,41.0,True,5016.76,Raise PO,3.2387276554787157,97.16182966436148,-97.16182966436148,41.0,-56.16182966436148,97.16182966436148,56.16182966436148,41.0,6847.41,31.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4219764092713315,0.4219764092713315,Best Case,3.0767912727047797,92.30373818114339,6.3,1.0233333333333334,41.95666666666667,-92.30373818114339,-50.34707151447672,92.30373818114339,50.34707151447672,41.95666666666667,7007.182900000001,30.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.4545500268291186,0.4545500268291186
ST013,SKU0026,2026-01-30,South,1,S,Homecare,488.52,337.21,0.0,0.0,2.8578199052132702,2.2400410255133383,557,2.8214,2.1072,7.0,36.32495794795266,1.297319926712595,49.0,True,16523.289999999997,Raise PO,1.297319926712595,38.91959780137785,-38.91959780137785,49.0,10.080402198622153,38.91959780137785,0.0,38.91959780137785,19013.001917929105,30.0,0.0,30.0,0.0,3399.212425397376,3399.212425397376,0.0,67.98424850794753,67.98424850794753,0.0,1.0,1.0,Best Case,1.2324539303769653,36.973617911308956,6.3,1.0233333333333334,50.14333333333334,-36.973617911308956,13.169715422024382,36.973617911308956,0.0,36.973617911308956,18062.35182203265,30.0,0.0,30.0,0.0,4440.959737460841,4440.959737460841,88.81919474921682,0.0,1.0,1.0
ST013,SKU0025,2026-01-30,South,1,S,Beverages,237.9,157.29,0.0,0.0,6.4739336492890995,4.464999672090368,1262,6.8036,5.0862,7.0,237.06643839476885,8.466658514098887,145.0,True,22807.05,Raise PO,8.466658514098887,253.99975542296662,-253.99975542296662,145.0,-108.99975542296662,253.99975542296662,108.99975542296662,145.0,34495.5,30.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5708666914207947,0.5708666914207947,Best Case,8.043325588393943,241.29976765181829,6.3,1.0233333333333334,148.38333333333335,-241.29976765181829,-92.91643431848493,241.29976765181829,92.91643431848493,148.38333333333335,35300.395000000004,30.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.6149335939164351,0.6149335939164351
ST013,SKU0024,2026-01-30,South,1,S,Beverages,224.1,168.2,0.0,0.0,6.075829383886256,4.167211429068731,1185,6.6071,4.4911,7.0,77.2843748514566,2.760156244694879,139.0,True,23379.8,Raise PO,2.760156244694879,82.80468734084637,-82.80468734084637,139.0,56.19531265915363,82.80468734084637,0.0,82.80468734084637,18556.53043308367,31.0,0.0,31.0,0.0,9452.05158926964,9452.05158926964,0.0,189.04103178539282,189.04103178539282,0.0,1.0,1.0,Best Case,2.622148432460135,78.66445297380405,6.3,1.0233333333333334,142.24333333333334,-78.66445297380405,63.57888035952929,78.66445297380405,0.0,78.66445297380405,17628.703911429486,30.0,0.0,30.0,0.0,10693.967676472826,10693.967676472826,213.87935352945652,0.0,1.0,1.0
ST013,SKU0023,2026-01-30,South,1,S,Dairy,486.4,396.27,0.0,0.0,8.616113744075829,5.842335318000248,1680,8.75,6.2209,7.0,173.92383040590832,6.2115653716395824,48.0,True,19020.96,Raise PO,6.2115653716395824,186.34696114918748,-186.34696114918748,48.0,-138.34696114918748,186.34696114918748,138.34696114918748,48.0,23347.199999999997,30.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257584023393715,0.257584023393715,Best Case,5.900987103057603,177.0296130917281,6.3,1.0233333333333334,49.120000000000005,-177.0296130917281,-127.90961309172809,177.0296130917281,127.90961309172809,49.120000000000005,23891.968,30.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.27746770239252805,0.27746770239252805
