store_id,sku_id,region,city_tier,store_size,category,price,cost,shelf_life_days,moq_units,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,safety_stock,reorder_point,recommended_order_qty,on_hand_units
ST001,SKU0017,WEST,3,M,Beverages,360.0900,212.7400,402,6,7.0000,5.2084,7.0000,0.9500,22.7372,71.7372,120.7372,0.0000
ST001,SKU0018,WEST,3,M,Homecare,249.4900,191.8200,527,12,3.0179,2.1950,7.0000,0.9500,9.5821,30.7071,51.8321,0.0000
ST001,SKU0019,WEST,3,M,Grocery,417.6500,231.3200,19,24,13.8750,7.6398,7.0000,0.9500,33.3513,130.4763,158.1750,0.0000
ST001,SKU0020,WEST,3,M,Beverages,229.2400,171.0100,304,6,7.3393,4.3788,7.0000,0.9500,19.1155,70.4905,121.8655,0.0000
ST001,SKU0021,WEST,3,M,Dairy,75.8900,45.4200,12,48,9.7857,6.7842,7.0000,0.9700,33.7449,102.2449,70.4571,0.0000
ST001,SKU0022,WEST,3,M,Snacks,153.7000,98.6500,254,48,8.1786,4.8321,7.0000,0.9400,19.8161,77.0661,134.3161,0.0000
ST001,SKU0023,WEST,3,M,Dairy,486.4000,396.2700,9,12,10.3571,6.2709,7.0000,0.9700,31.1917,103.6917,55.9286,0.0000
ST001,SKU0024,WEST,3,M,Beverages,224.1000,168.2000,491,12,8.5536,5.5789,7.0000,0.9500,24.3547,84.2297,144.1047,0.0000
ST001,SKU0025,WEST,3,M,Beverages,237.9000,157.2900,565,6,7.1964,5.5544,5.0000,0.9500,20.4931,56.4753,106.8503,0.0000
ST001,SKU0026,WEST,3,M,Homecare,488.5200,337.2100,472,12,2.7321,2.5045,7.0000,0.9500,10.9333,30.0583,49.1833,0.0000
ST001,SKU0027,WEST,3,M,Homecare,167.0100,122.3600,347,24,2.7679,2.4936,7.0000,0.9500,10.8856,30.2606,49.6356,0.0000
ST001,SKU0028,WEST,3,M,Personalcare,545.3600,348.9300,514,6,4.3214,3.8239,7.0000,0.9500,16.6931,46.9431,77.1931,0.0000
ST001,SKU0029,WEST,3,M,Snacks,157.0000,95.3800,341,24,8.6250,4.9011,7.0000,0.9400,20.0989,80.4739,140.8489,0.0000
ST001,SKU0030,WEST,3,M,Homecare,294.5700,200.1300,273,24,2.9643,2.0178,7.0000,0.9500,8.8086,29.5586,50.3086,0.0000
ST001,SKU0031,WEST,3,M,Beverages,172.8400,139.9300,587,24,8.2857,5.0153,7.0000,0.9500,21.8942,79.8942,137.8942,0.0000
ST001,SKU0032,WEST,3,M,Snacks,254.5000,152.6100,576,12,8.5179,5.1026,7.0000,0.9400,20.9251,80.5501,140.1751,0.0000
ST001,SKU0033,WEST,3,M,Grocery,226.2000,174.2000,20,6,12.9643,7.4369,7.0000,0.9500,32.4658,123.2158,155.5714,0.0000
ST001,SKU0034,WEST,3,M,Personalcare,185.1400,141.9200,580,12,3.6786,2.4577,7.0000,0.9500,10.7290,36.4790,62.2290,0.0000
ST001,SKU0035,WEST,3,M,Homecare,185.0500,104.1100,271,6,3.5000,2.7634,7.0000,0.9500,12.0636,36.5636,61.0636,0.0000
ST001,SKU0036,WEST,3,M,Grocery,247.7000,152.8600,21,12,13.0179,9.0644,2.0000,0.9500,21.1513,47.1871,138.3121,0.0000
ST001,SKU0037,WEST,3,M,Dairy,179.4700,127.3200,8,24,9.3571,6.1539,7.0000,0.9700,30.6094,96.1094,44.9143,0.0000
ST001,SKU0038,WEST,3,M,Grocery,226.4700,143.5500,15,12,14.6429,8.9938,7.0000,0.9500,39.2623,141.7623,131.7857,0.0000
ST001,SKU0039,WEST,3,M,Homecare,406.1700,295.5600,296,6,2.8750,1.8980,7.0000,0.9500,8.2855,28.4105,48.5355,0.0000
ST001,SKU0040,WEST,3,M,Beverages,393.0500,220.3900,307,48,6.8214,3.8992,7.0000,0.9500,17.0220,64.7720,112.5220,0.0000
ST001,SKU0041,WEST,3,M,Personalcare,553.6000,312.0600,492,12,3.2500,2.6371,7.0000,0.9500,11.5124,34.2624,57.0124,0.0000
ST001,SKU0042,WEST,3,M,Snacks,140.0100,100.6900,248,12,7.9286,5.0842,7.0000,0.9400,20.8500,76.3500,131.8500,0.0000
ST001,SKU0043,WEST,3,M,Personalcare,76.6700,58.6700,344,24,3.8036,2.8053,7.0000,0.9500,12.2466,38.8716,65.4966,0.0000
ST001,SKU0044,WEST,3,M,Grocery,249.9300,150.7700,15,24,12.9286,8.0653,7.0000,0.9500,35.2091,125.7091,116.3571,0.0000
ST001,SKU0045,WEST,3,M,Beverages,143.3900,82.5900,424,24,8.0179,5.3069,7.0000,0.9500,23.1673,79.2923,135.4173,0.0000
ST001,SKU0046,WEST,3,M,Beverages,306.0000,234.6900,375,24,7.8750,4.9838,7.0000,0.9500,21.7569,76.8819,132.0069,0.0000
ST001,SKU0047,WEST,3,M,Dairy,150.2600,118.8700,9,6,9.2500,5.7753,7.0000,0.9700,28.7266,93.4766,49.9500,0.0000
ST001,SKU0048,WEST,3,M,Grocery,294.9700,179.3300,9,48,13.8214,8.7368,7.0000,0.9500,38.1403,134.8903,74.6357,0.0000
ST001,SKU0049,WEST,3,M,Beverages,232.9400,144.0100,656,24,7.5357,5.1025,7.0000,0.9500,22.2747,75.0247,127.7747,0.0000
ST001,SKU0050,WEST,3,M,Snacks,368.2500,240.3800,635,24,8.0714,5.7235,7.0000,0.9400,23.4716,79.9716,136.4716,0.0000
ST001,SKU0051,WEST,3,M,Grocery,461.7500,300.9500,11,12,12.3571,8.3501,7.0000,0.9500,36.4524,122.9524,81.5571,0.0000
ST001,SKU0052,WEST,3,M,Snacks,82.8600,51.1100,292,12,8.2321,5.0380,7.0000,0.9400,20.6604,78.2854,135.9104,0.0000
ST001,SKU0053,WEST,3,M,Dairy,509.5100,383.7800,18,12,8.2321,4.3233,7.0000,0.9700,21.5040,79.1290,88.9071,0.0000
ST001,SKU0054,WEST,3,M,Beverages,455.7000,344.5400,668,6,7.1607,4.3308,7.0000,0.9500,18.9059,69.0309,119.1559,0.0000
ST001,SKU0055,WEST,3,M,Grocery,249.9100,142.9300,18,12,12.2500,7.3019,7.0000,0.9500,31.8765,117.6265,132.3000,0.0000
ST001,SKU0056,WEST,3,M,Homecare,137.8900,106.8400,442,6,2.8750,2.6565,7.0000,0.9500,11.5968,31.7218,51.8468,0.0000
ST001,SKU0057,WEST,3,M,Beverages,121.6200,95.9200,648,24,7.1429,5.5968,7.0000,0.9500,24.4330,74.4330,124.4330,0.0000
ST001,SKU0058,WEST,3,M,Snacks,630.8600,470.8600,217,24,7.8571,5.5315,7.0000,0.9400,22.6842,77.6842,132.6842,0.0000
ST001,SKU0059,WEST,3,M,Personalcare,301.3500,195.9100,571,12,3.7857,3.2958,7.0000,0.9500,14.3878,40.8878,67.3878,0.0000
ST001,SKU0060,WEST,3,M,Grocery,256.1500,154.0800,11,12,13.8929,8.1031,7.0000,0.9500,35.3742,132.6242,91.6929,0.0000
ST001,SKU0061,WEST,3,M,Dairy,470.3400,372.5500,15,6,9.4643,4.8089,7.0000,0.9700,23.9198,90.1698,85.1786,0.0000
ST001,SKU0062,WEST,3,M,Grocery,180.3000,130.5400,8,48,13.6964,9.0873,7.0000,0.9500,39.6705,135.5455,65.7429,0.0000
ST001,SKU0063,WEST,3,M,Personalcare,415.8700,323.3900,227,12,3.1607,3.1896,7.0000,0.9500,13.9243,36.0493,58.1743,0.0000
ST001,SKU0064,WEST,3,M,Personalcare,275.4800,165.2300,651,24,3.5714,3.2410,7.0000,0.9500,14.1484,39.1484,64.1484,0.0000
ST001,SKU0065,WEST,3,M,Personalcare,562.0000,376.5900,259,12,3.5714,2.9595,7.0000,0.9500,12.9195,37.9195,62.9195,0.0000
ST001,SKU0066,WEST,3,M,Snacks,172.5600,134.2500,413,12,7.9643,6.2289,7.0000,0.9400,25.5440,81.2940,137.0440,0.0000
ST001,SKU0067,WEST,3,M,Beverages,202.2700,150.6600,595,24,6.6964,4.1029,7.0000,0.9500,17.9110,64.7860,111.6610,0.0000
ST001,SKU0068,WEST,3,M,Snacks,197.1800,129.0800,608,24,7.2143,4.5874,7.0000,0.9400,18.8125,69.3125,119.8125,0.0000
ST001,SKU0069,WEST,3,M,Grocery,101.8800,60.1000,12,24,11.9643,9.0894,7.0000,0.9500,39.6796,123.4296,86.1429,0.0000
ST001,SKU0070,WEST,3,M,Personalcare,160.1600,93.4200,414,48,3.7321,3.8067,7.0000,0.9500,16.6179,42.7429,68.8679,0.0000
ST001,SKU0071,WEST,3,M,Grocery,205.9300,145.2300,21,24,13.9286,10.5742,7.0000,0.9500,46.1614,143.6614,175.5000,0.0000
ST001,SKU0072,WEST,3,M,Snacks,141.6700,112.9000,585,24,7.4643,4.7135,7.0000,0.9400,19.3296,71.5796,123.8296,0.0000
ST001,SKU0073,WEST,3,M,Dairy,218.8600,148.3500,9,12,9.3393,4.8702,7.0000,0.9700,24.2246,89.5996,50.4321,0.0000
ST001,SKU0074,WEST,3,M,Grocery,133.1100,99.0800,10,6,10.5000,6.1141,7.0000,0.9500,26.6909,100.1909,63.0000,0.0000
ST001,SKU0075,WEST,3,M,Snacks,565.8900,447.0200,316,6,8.1429,5.6066,7.0000,0.9400,22.9921,79.9921,136.9921,0.0000
ST001,SKU0076,WEST,3,M,Homecare,219.6000,134.2500,457,6,3.1607,2.4329,7.0000,0.9500,10.6209,32.7459,54.8709,0.0000
ST001,SKU0077,WEST,3,M,Grocery,250.3700,146.0300,9,48,13.6429,8.5948,7.0000,0.9500,37.5204,133.0204,73.6714,0.0000
ST001,SKU0078,WEST,3,M,Dairy,152.8600,91.6500,9,12,10.1786,7.6375,7.0000,0.9700,37.9889,109.2389,54.9643,0.0000
ST001,SKU0079,WEST,3,M,Personalcare,275.3200,172.4600,624,24,4.1607,2.9590,7.0000,0.9500,12.9174,42.0424,71.1674,0.0000
ST001,SKU0080,WEST,3,M,Beverages,274.1400,180.0600,690,48,6.3036,4.1513,7.0000,0.9500,18.1225,62.2475,106.3725,0.0000
ST001,SKU0081,WEST,3,M,Personalcare,338.8600,198.8400,363,48,3.7143,2.6949,7.0000,0.9500,11.7644,37.7644,63.7644,0.0000
ST001,SKU0082,WEST,3,M,Grocery,83.8700,51.3500,17,6,13.2857,8.7899,7.0000,0.9500,38.3722,131.3722,135.5143,0.0000
ST001,SKU0083,WEST,3,M,Homecare,225.3200,154.1900,474,6,3.7143,2.8330,7.0000,0.9500,12.3675,38.3675,64.3675,0.0000
ST001,SKU0084,WEST,3,M,Homecare,347.3300,247.3000,711,6,3.6964,2.6001,7.0000,0.9500,11.3509,37.2259,63.1009,0.0000
ST001,SKU0085,WEST,3,M,Grocery,128.5300,101.2600,8,24,14.2500,7.0948,2.0000,0.9500,16.5554,45.0554,68.4000,0.0000
ST001,SKU0086,WEST,3,M,Personalcare,260.8600,193.3200,339,24,3.0000,2.2238,7.0000,0.9500,9.7081,30.7081,51.7081,0.0000
ST001,SKU0087,WEST,3,M,Homecare,444.3500,280.5800,357,24,2.9286,2.0614,7.0000,0.9500,8.9990,29.4990,49.9990,0.0000
ST001,SKU0088,WEST,3,M,Dairy,197.5800,157.7200,19,12,9.4107,6.8458,7.0000,0.9700,34.0510,99.9260,107.2821,0.0000
ST001,SKU0089,WEST,3,M,Beverages,378.7500,224.1800,338,6,7.3036,5.8835,7.0000,0.9500,25.6842,76.8092,127.9342,0.0000
ST001,SKU0090,WEST,3,M,Beverages,94.3300,66.5400,416,12,8.0893,5.3505,7.0000,0.9500,23.3577,79.9827,136.6077,0.0000
ST002,SKU0001,East,1,S,Personalcare,392.5500,269.7200,510,12,2.6786,1.7798,7.0000,0.9500,7.7695,26.5195,45.2695,0.0000
ST002,SKU0002,East,1,S,Homecare,372.1300,210.6200,536,12,3.1964,2.5184,7.0000,0.9500,10.9942,33.3692,55.7442,0.0000
ST002,SKU0003,East,1,S,Snacks,220.5600,169.9200,396,48,7.9643,5.4738,7.0000,0.9400,22.4475,78.1975,133.9475,0.0000
ST002,SKU0004,East,1,S,Snacks,539.7900,385.0700,420,24,7.4464,4.7172,7.0000,0.9400,19.3447,71.4697,123.5947,0.0000
ST002,SKU0005,East,1,S,Beverages,262.4300,175.5400,373,12,6.6786,5.2366,7.0000,0.9500,22.8604,69.6104,116.3604,0.0000
ST002,SKU0006,East,1,S,Dairy,401.1400,325.4500,21,24,10.0000,6.7957,7.0000,0.9700,33.8020,103.8020,126.0000,0.0000
ST002,SKU0007,East,1,S,Dairy,349.2500,274.5100,8,6,8.1607,5.5915,7.0000,0.9700,27.8121,84.9371,39.1714,0.0000
ST002,SKU0008,East,1,S,Beverages,488.5100,393.3200,507,12,6.1786,3.7952,7.0000,0.9500,16.5681,59.8181,103.0681,0.0000
ST002,SKU0009,East,1,S,Homecare,213.2300,128.3600,585,12,3.8393,2.8969,7.0000,0.9500,12.6463,39.5213,66.3963,0.0000
ST002,SKU0010,East,1,S,Homecare,297.0600,234.2900,703,12,2.3750,1.6576,7.0000,0.9500,7.2364,23.8614,40.4864,0.0000
ST002,SKU0011,East,1,S,Beverages,243.1500,160.7100,295,6,6.7679,4.4189,7.0000,0.9500,19.2908,66.6658,114.0408,0.0000
ST002,SKU0012,East,1,S,Dairy,241.4600,163.3000,18,12,8.2857,4.9753,7.0000,0.9700,24.7470,82.7470,89.4857,0.0000
ST002,SKU0013,East,1,S,Beverages,243.9700,135.8400,569,6,6.9107,4.6094,7.0000,0.9500,20.1222,68.4972,116.8722,0.0000
ST002,SKU0014,East,1,S,Snacks,96.6900,78.4300,238,12,7.0000,4.1692,7.0000,0.9400,17.0973,66.0973,115.0973,0.0000
ST002,SKU0015,East,1,S,Beverages,267.8000,210.4000,548,12,6.6429,4.6843,7.0000,0.9500,20.4494,66.9494,113.4494,0.0000
ST002,SKU0016,East,1,S,Snacks,273.9600,176.9700,667,24,7.5179,4.4517,7.0000,0.9400,18.2561,70.8811,123.5061,0.0000
ST002,SKU0017,East,1,S,Beverages,360.0900,212.7400,402,6,5.3750,4.0657,7.0000,0.9500,17.7486,55.3736,92.9986,0.0000
ST002,SKU0018,East,1,S,Homecare,249.4900,191.8200,527,12,3.2143,2.3019,7.0000,0.9500,10.0489,32.5489,55.0489,0.0000
ST002,SKU0019,East,1,S,Grocery,417.6500,231.3200,19,24,12.9464,8.2051,7.0000,0.9500,35.8195,126.4445,147.5893,0.0000
ST002,SKU0020,East,1,S,Beverages,229.2400,171.0100,304,6,6.8929,5.1405,7.0000,0.9500,22.4408,70.6908,118.9408,0.0000
ST002,SKU0021,East,1,S,Dairy,75.8900,45.4200,12,48,7.6071,4.8230,7.0000,0.9700,23.9895,77.2395,54.7714,0.0000
ST002,SKU0022,East,1,S,Snacks,153.7000,98.6500,254,48,8.1071,5.5257,7.0000,0.9400,22.6606,79.4106,136.1606,0.0000
ST002,SKU0023,East,1,S,Dairy,486.4000,396.2700,9,12,9.0536,4.8894,7.0000,0.9700,24.3199,87.6949,48.8893,0.0000
ST002,SKU0024,East,1,S,Beverages,224.1000,168.2000,491,12,7.1071,4.8079,7.0000,0.9500,20.9887,70.7387,120.4887,0.0000
ST002,SKU0025,East,1,S,Beverages,237.9000,157.2900,565,6,5.0893,3.2768,7.0000,0.9500,14.3048,49.9298,85.5548,0.0000
ST002,SKU0026,East,1,S,Homecare,488.5200,337.2100,472,12,2.0714,1.5708,7.0000,0.9500,6.8575,21.3575,35.8575,0.0000
ST002,SKU0027,East,1,S,Homecare,167.0100,122.3600,347,24,3.1786,2.8033,7.0000,0.9500,12.2377,34.4877,56.7377,0.0000
ST002,SKU0028,East,1,S,Personalcare,545.3600,348.9300,514,6,3.3750,2.2689,7.0000,0.9500,9.9047,33.5297,57.1547,0.0000
ST002,SKU0029,East,1,S,Snacks,157.0000,95.3800,341,24,8.1250,4.7446,7.0000,0.9400,19.4573,76.3323,133.2073,0.0000
ST002,SKU0030,East,1,S,Homecare,294.5700,200.1300,273,24,2.6071,1.9971,7.0000,0.9500,8.7182,26.9682,45.2182,0.0000
ST002,SKU0031,East,1,S,Beverages,172.8400,139.9300,587,24,7.1786,5.1243,7.0000,0.9500,22.3701,72.6201,122.8701,0.0000
ST002,SKU0032,East,1,S,Snacks,254.5000,152.6100,576,12,7.5357,4.8988,7.0000,0.9400,20.0898,72.8398,125.5898,0.0000
ST002,SKU0033,East,1,S,Grocery,226.2000,174.2000,20,6,12.2321,8.4034,7.0000,0.9500,36.6851,122.3101,146.7857,0.0000
ST002,SKU0034,East,1,S,Personalcare,185.1400,141.9200,580,12,3.1964,2.6521,7.0000,0.9500,11.5776,33.9526,56.3276,0.0000
ST002,SKU0035,East,1,S,Homecare,185.0500,104.1100,271,6,2.8393,2.3493,7.0000,0.9500,10.2558,30.1308,50.0058,0.0000
ST002,SKU0036,East,1,S,Grocery,247.7000,152.8600,21,12,12.7500,7.2595,7.0000,0.9500,31.6912,120.9412,160.6500,0.0000
ST002,SKU0037,East,1,S,Dairy,179.4700,127.3200,8,24,9.7143,6.6379,7.0000,0.9700,33.0172,101.0172,46.6286,0.0000
ST002,SKU0038,East,1,S,Grocery,226.4700,143.5500,15,12,11.5714,6.5778,7.0000,0.9500,28.7153,109.7153,104.1429,0.0000
ST002,SKU0039,East,1,S,Homecare,406.1700,295.5600,296,6,3.3393,3.0107,7.0000,0.9500,13.1434,36.5184,59.8934,0.0000
ST002,SKU0040,East,1,S,Beverages,393.0500,220.3900,307,48,5.5714,3.9994,7.0000,0.9500,17.4591,56.4591,95.4591,0.0000
ST002,SKU0041,East,1,S,Personalcare,553.6000,312.0600,492,12,3.7679,2.5081,7.0000,0.9500,10.9491,37.3241,63.6991,0.0000
ST002,SKU0042,East,1,S,Snacks,140.0100,100.6900,248,12,7.3393,4.4447,7.0000,0.9400,18.2274,69.6024,120.9774,0.0000
ST002,SKU0043,East,1,S,Personalcare,76.6700,58.6700,344,24,3.7679,3.4588,7.0000,0.9500,15.0994,41.4744,67.8494,0.0000
ST002,SKU0044,East,1,S,Grocery,249.9300,150.7700,15,24,13.6250,9.4841,7.0000,0.9500,41.4026,136.7776,122.6250,0.0000
ST002,SKU0045,East,1,S,Beverages,143.3900,82.5900,424,24,6.3393,4.1616,7.0000,0.9500,18.1675,62.5425,106.9175,0.0000
ST002,SKU0046,East,1,S,Beverages,306.0000,234.6900,375,24,6.8571,4.3960,7.0000,0.9500,19.1906,67.1906,115.1906,0.0000
ST002,SKU0047,East,1,S,Dairy,150.2600,118.8700,9,6,8.3393,5.0028,7.0000,0.9700,24.8841,83.2591,45.0321,0.0000
ST002,SKU0048,East,1,S,Grocery,294.9700,179.3300,9,48,14.1250,7.8371,7.0000,0.9500,34.2129,133.0879,76.2750,0.0000
ST002,SKU0049,East,1,S,Beverages,232.9400,144.0100,656,24,5.5893,3.7015,7.0000,0.9500,16.1588,55.2838,94.4088,0.0000
ST002,SKU0050,East,1,S,Snacks,368.2500,240.3800,635,24,9.6607,5.7597,7.0000,0.9400,23.6199,91.2449,158.8699,0.0000
ST002,SKU0051,East,1,S,Grocery,461.7500,300.9500,11,12,11.3750,6.6430,7.0000,0.9500,29.0000,108.6250,75.0750,0.0000
ST002,SKU0052,East,1,S,Snacks,82.8600,51.1100,292,12,6.6250,4.5430,7.0000,0.9400,18.6304,65.0054,111.3804,0.0000
ST002,SKU0053,East,1,S,Dairy,509.5100,383.7800,18,12,7.3393,4.6915,7.0000,0.9700,23.3355,74.7105,79.2643,0.0000
ST002,SKU0054,East,1,S,Beverages,455.7000,344.5400,668,6,6.3214,4.5050,7.0000,0.9500,19.6664,63.9164,108.1664,0.0000
ST002,SKU0055,East,1,S,Grocery,249.9100,142.9300,18,12,11.0714,7.5771,3.0000,0.9500,21.6546,54.8689,119.5714,0.0000
ST002,SKU0056,East,1,S,Homecare,137.8900,106.8400,442,6,3.1250,2.2487,7.0000,0.9500,9.8168,31.6918,53.5668,0.0000
ST002,SKU0057,East,1,S,Beverages,121.6200,95.9200,648,24,6.0714,3.5103,7.0000,0.9500,15.3241,57.8241,100.3241,0.0000
ST002,SKU0058,East,1,S,Snacks,630.8600,470.8600,217,24,7.6071,5.8796,7.0000,0.9400,24.1119,77.3619,130.6119,0.0000
ST002,SKU0059,East,1,S,Personalcare,301.3500,195.9100,571,12,2.9643,2.4118,7.0000,0.9500,10.5288,31.2788,52.0288,0.0000
ST002,SKU0060,East,1,S,Grocery,256.1500,154.0800,11,12,13.7143,8.0311,7.0000,0.9500,35.0597,131.0597,90.5143,0.0000
ST002,SKU0061,East,1,S,Dairy,470.3400,372.5500,15,6,7.8036,4.9338,7.0000,0.9700,24.5409,79.1659,70.2321,0.0000
ST002,SKU0062,East,1,S,Grocery,180.3000,130.5400,8,48,10.9107,6.3311,7.0000,0.9500,27.6383,104.0133,52.3714,0.0000
ST002,SKU0063,East,1,S,Personalcare,415.8700,323.3900,227,12,3.5000,2.5009,7.0000,0.9500,10.9177,35.4177,59.9177,0.0000
ST002,SKU0064,East,1,S,Personalcare,275.4800,165.2300,651,24,3.8571,3.3326,7.0000,0.9500,14.5486,41.5486,68.5486,0.0000
ST002,SKU0065,East,1,S,Personalcare,562.0000,376.5900,259,12,3.6250,2.9018,7.0000,0.9500,12.6678,38.0428,63.4178,0.0000
ST002,SKU0066,East,1,S,Snacks,172.5600,134.2500,413,12,7.1250,4.7714,7.0000,0.9400,19.5670,69.4420,119.3170,0.0000
ST002,SKU0067,East,1,S,Beverages,202.2700,150.6600,595,24,5.6786,3.5271,7.0000,0.9500,15.3974,55.1474,94.8974,0.0000
ST002,SKU0068,East,1,S,Snacks,197.1800,129.0800,608,24,6.8393,4.7665,4.0000,0.9400,14.7760,42.1332,90.0082,0.0000
ST002,SKU0069,East,1,S,Grocery,101.8800,60.1000,12,24,12.0536,7.5496,7.0000,0.9500,32.9579,117.3329,86.7857,0.0000
ST002,SKU0070,East,1,S,Personalcare,160.1600,93.4200,414,48,3.4643,2.7697,7.0000,0.9500,12.0912,36.3412,60.5912,0.0000
ST002,SKU0071,East,1,S,Grocery,205.9300,145.2300,21,24,11.3929,8.4459,7.0000,0.9500,36.8706,116.6206,143.5500,0.0000
ST002,SKU0072,East,1,S,Snacks,141.6700,112.9000,585,24,6.5000,3.7851,7.0000,0.9400,15.5225,61.0225,106.5225,0.0000
ST002,SKU0073,East,1,S,Dairy,218.8600,148.3500,9,12,9.4643,5.9756,7.0000,0.9700,29.7227,95.9727,51.1071,0.0000
ST002,SKU0074,East,1,S,Grocery,133.1100,99.0800,10,6,11.7679,7.3534,7.0000,0.9500,32.1012,114.4762,70.6071,0.0000
ST002,SKU0075,East,1,S,Snacks,565.8900,447.0200,316,6,7.9464,5.0215,7.0000,0.9400,20.5927,76.2177,131.8427,0.0000
ST002,SKU0076,East,1,S,Homecare,219.6000,134.2500,457,6,3.0893,2.5604,7.0000,0.9500,11.1773,32.8023,54.4273,0.0000
ST002,SKU0077,East,1,S,Grocery,250.3700,146.0300,9,48,11.6250,7.3844,7.0000,0.9500,32.2366,113.6116,62.7750,0.0000
ST002,SKU0078,East,1,S,Dairy,152.8600,91.6500,9,12,7.1071,4.7162,7.0000,0.9700,23.4586,73.2086,38.3786,0.0000
ST002,SKU0079,East,1,S,Personalcare,275.3200,172.4600,624,24,3.2143,2.4399,7.0000,0.9500,10.6515,33.1515,55.6515,0.0000
ST002,SKU0080,East,1,S,Beverages,274.1400,180.0600,690,48,7.2500,4.8813,7.0000,0.9500,21.3093,72.0593,122.8093,0.0000
ST002,SKU0081,East,1,S,Personalcare,338.8600,198.8400,363,48,3.6607,2.7054,7.0000,0.9500,11.8104,37.4354,63.0604,0.0000
ST002,SKU0082,East,1,S,Grocery,83.8700,51.3500,17,6,11.9821,6.8556,7.0000,0.9500,29.9282,113.8032,122.2179,0.0000
ST002,SKU0083,East,1,S,Homecare,225.3200,154.1900,474,6,2.8036,2.4001,7.0000,0.9500,10.4778,30.1028,49.7278,0.0000
ST002,SKU0084,East,1,S,Homecare,347.3300,247.3000,711,6,3.5714,2.8467,7.0000,0.9500,12.4274,37.4274,62.4274,0.0000
ST002,SKU0085,East,1,S,Grocery,128.5300,101.2600,8,24,12.6071,7.9719,7.0000,0.9500,34.8015,123.0515,60.5143,0.0000
ST002,SKU0086,East,1,S,Personalcare,260.8600,193.3200,339,24,2.9286,2.2062,7.0000,0.9500,9.6314,30.1314,50.6314,0.0000
ST002,SKU0087,East,1,S,Homecare,444.3500,280.5800,357,24,2.8571,2.1357,7.0000,0.9500,9.3232,29.3232,49.3232,0.0000
ST002,SKU0088,East,1,S,Dairy,197.5800,157.7200,19,12,8.8929,6.4150,7.0000,0.9700,31.9082,94.1582,101.3786,0.0000
ST002,SKU0089,East,1,S,Beverages,378.7500,224.1800,338,6,5.9107,3.1696,7.0000,0.9500,13.8369,55.2119,96.5869,0.0000
ST002,SKU0090,East,1,S,Beverages,94.3300,66.5400,416,12,6.4286,3.8511,4.0000,0.9500,12.7087,38.4230,83.4230,0.0000
ST003,SKU0001,South,1,L,Personalcare,392.5500,269.7200,510,12,6.0536,3.5338,7.0000,0.9500,15.4269,57.8019,100.1769,0.0000
